,G,AB,SO,SF,HBP,IBB,SH,BB,H,SB,RBI,HR,2B,3B,RunRating
gainede01,548,1608,156,0,22,0,65,149,438,54,185,14,75,36,1
gainejo01,362,771,197,4,5,0,9,81,186,14,95,21,25,9,1
galanau01,1742,5937,393,0,25,0,62,979,1706,123,830,100,336,74,4
galaran01,2257,8096,2003,58,178,106,1,583,2333,128,1425,399,444,32,4
galatmi01,251,717,46,0,4,0,14,92,192,10,57,1,25,7,1
galehde01,375,665,201,0,1,0,55,40,92,0,26,0,6,1,0
gallaal01,442,1264,164,12,5,21,13,138,333,7,130,11,42,9,1
gallada01,794,2081,251,14,7,7,54,187,564,20,190,17,100,10,1
gallajo02,165,487,76,0,3,0,9,26,133,4,73,16,26,5,0
gallayo01,253,420,148,1,2,0,35,12,83,0,42,12,21,0,0
gallemi01,1111,2931,465,21,32,5,69,326,700,24,282,42,111,12,2
gallibe01,245,412,132,0,0,0,15,20,69,3,26,1,10,2,0
galloch01,1076,3583,225,0,6,0,133,274,946,79,407,17,136,46,2
galvifr01,322,1073,207,5,4,3,13,58,259,12,105,20,37,11,1
galvipu01,731,2748,631,0,2,0,0,38,552,23,220,5,87,31,1
gamblos01,1584,4502,546,30,43,62,12,610,1195,47,666,200,188,31,3
gandich01,1147,4245,233,0,42,0,163,273,1176,153,557,11,173,78,2
ganlebo01,572,2129,0,0,6,0,163,177,540,112,123,2,44,24,1
gantejo01,186,545,43,0,3,0,6,43,148,2,59,8,20,6,0
gantnji01,1801,6189,501,52,52,40,106,383,1696,137,568,47,262,38,4
gantro01,1832,6449,1411,57,32,38,12,770,1651,243,1008,321,302,50,4
ganzech01,786,2984,121,0,18,0,13,161,774,60,412,10,91,45,2
ganzejo01,747,2715,0,0,43,0,63,136,682,48,336,18,104,50,1
garagjo01,676,1872,173,2,16,0,12,267,481,5,255,42,82,16,1
garbami01,149,475,39,0,2,0,3,48,116,0,59,2,14,7,0
garbeba01,226,626,83,7,5,3,0,36,167,9,86,11,28,2,0
garciav01,289,1016,254,8,12,5,0,62,268,14,122,27,32,5,1
garcica01,610,2178,340,17,22,12,27,115,580,73,197,33,102,17,1
garcida01,1032,3914,322,24,27,11,29,130,1108,203,323,36,183,27,2
garcifr01,175,401,121,2,2,3,1,33,89,0,56,19,18,2,0
garcika01,488,1463,330,14,2,6,0,81,352,10,212,66,44,13,1
garciki01,619,1470,285,6,4,7,20,95,351,34,112,12,56,16,1
garcimi01,428,696,151,5,2,0,58,31,127,0,62,2,23,1,0
garcino01,1434,5586,554,63,59,54,5,403,1747,95,936,229,370,52,4
garcipe01,558,1797,329,17,21,9,30,102,395,35,184,37,89,15,1
gardeda01,169,543,68,0,6,0,4,57,145,2,85,24,12,3,0
gardero01,285,710,122,6,0,5,15,46,165,13,49,4,27,3,0
gardnbi02,1034,3544,439,12,33,18,54,246,841,19,271,41,159,18,2
gardnbr01,919,3058,667,19,38,4,51,354,807,202,301,56,136,44,3
gardnea01,273,948,0,0,8,0,31,50,249,38,108,1,26,5,1
gardngi01,199,765,16,0,2,0,0,69,178,7,30,4,33,18,1
gardnje01,186,492,88,2,1,0,1,53,121,2,26,1,21,8,0
gardnla01,1923,6688,282,0,32,0,311,654,1931,165,934,27,301,129,4
gardnma01,350,506,206,2,4,0,61,16,62,0,22,1,3,2,0
garkory01,463,1552,272,16,55,4,4,125,427,0,250,55,75,3,1
garmsde01,1010,3111,161,0,16,0,46,288,910,18,328,17,141,39,2
garneph01,1860,6136,842,59,34,74,67,564,1594,225,738,109,299,82,4
garrewa01,1092,3285,529,23,12,50,32,561,786,38,340,61,107,22,2
garrifo01,185,687,67,0,2,0,21,37,180,11,56,6,22,3,0
garrigi01,334,872,54,6,1,9,15,61,207,2,51,1,14,5,0
garrra01,1317,5108,445,21,19,46,62,246,1562,172,408,75,212,64,4
garvene01,458,827,109,5,1,0,53,76,180,1,72,7,27,3,0
garvest01,2332,8835,1003,90,29,113,33,479,2599,83,1308,272,440,43,4
garvine01,181,500,4,0,3,0,18,17,61,1,18,0,1,0,0
gastoal01,215,514,56,0,5,0,17,29,112,5,40,3,13,6,0
gastoci01,1026,3120,693,15,9,14,10,185,799,13,387,91,106,30,2
gastomi01,355,724,135,0,5,0,32,21,145,2,75,6,31,2,0
gastrha01,173,544,54,0,2,0,0,43,101,6,56,0,11,8,0
gatesbr01,685,2329,349,36,10,8,25,225,616,18,279,25,119,11,1
gathrjo01,452,1175,212,6,19,0,32,97,309,81,96,1,30,7,1
gattiev01,366,1289,297,10,15,10,0,73,322,0,205,70,58,12,1
gautrdo01,261,806,63,0,4,0,26,99,207,40,52,0,34,10,1
gedeojo01,584,2109,181,0,25,0,132,180,515,33,171,1,82,20,1
gedmari01,1033,3159,509,28,16,53,29,236,795,3,382,88,176,12,2
gedneco01,202,831,25,0,0,0,0,14,209,8,101,5,25,8,1
geerbi01,232,893,22,0,2,0,0,55,191,2,33,0,36,11,1
gehrich01,2323,8860,372,0,50,0,141,1186,2839,181,1427,184,574,146,4
gehrilo01,2164,8001,790,0,45,0,106,1508,2721,102,1995,493,534,163,4
geierph01,349,1315,7,0,10,0,18,154,327,54,102,2,30,12,1
geigega01,954,2569,466,14,17,13,27,341,633,62,283,77,91,29,2
gelbech01,876,2869,245,0,7,0,49,290,766,34,350,17,169,43,2
genewjo01,279,464,62,0,2,0,25,13,96,1,30,0,7,1,0
geninfr01,149,514,37,0,2,0,27,43,116,32,44,2,18,0,0
gennesc01,320,1028,177,5,5,10,13,44,295,9,104,21,60,9,1
gentiji01,936,2922,663,32,45,54,5,475,759,3,549,179,113,6,2
gentrcr01,443,951,189,4,30,6,13,77,252,77,80,4,36,11,1
gerbewa01,1522,5099,357,0,33,0,219,465,1309,43,476,7,172,46,3
gerenbo01,307,765,179,3,6,5,19,49,178,0,76,22,21,1,0
gerhajo01,1071,4139,194,0,13,0,0,162,939,37,380,7,122,55,2
gerhake01,215,615,128,8,3,0,8,42,136,16,64,24,22,3,0
germaes01,409,1016,187,7,13,1,17,117,284,34,111,8,54,15,1
germale01,147,408,18,0,5,0,2,33,106,11,51,3,8,3,0
gernedi01,835,2493,462,13,17,12,10,363,632,10,402,103,104,8,2
geronce01,1522,3780,746,25,31,83,39,354,977,82,392,51,161,50,2
gerutjo01,574,1804,261,10,15,10,4,159,472,30,226,59,107,13,1
gessldo01,880,2969,0,0,92,0,62,333,831,142,363,14,127,50,2
gettito01,125,503,16,0,3,0,5,30,131,14,64,6,18,10,0
gettmja01,197,772,0,0,9,0,12,40,215,44,78,8,24,8,1
getzch01,459,1409,173,7,12,5,35,111,352,89,111,3,50,11,1
getzgu01,339,1114,46,0,5,0,29,24,265,41,93,2,22,9,0
getzich01,303,1056,247,0,6,0,0,78,209,17,109,8,27,15,1
gharrpa01,676,1961,231,0,14,0,71,188,513,32,251,20,92,26,1
giambja01,2260,7267,1572,93,180,97,2,1366,2010,20,1441,440,405,9,4
giambje01,510,1417,356,11,16,10,9,251,372,1,209,52,75,3,1
giavojo01,254,890,135,9,7,0,9,52,227,10,94,8,45,10,1
gibboja01,840,2917,442,19,16,21,1,224,759,2,427,127,166,7,2
gibbsja01,538,1639,231,12,15,19,9,120,382,28,146,25,53,8,1
gibsobo01,596,1328,415,18,8,0,72,63,274,13,144,24,44,5,1
gibsofr01,471,1155,127,0,5,0,23,55,317,12,146,8,57,19,1
gibsoge01,1213,3776,132,0,26,0,102,286,893,40,345,15,142,49,1
gibsoki01,1635,5798,1285,56,61,72,23,718,1553,284,870,255,260,54,4
gibsoru01,264,794,123,8,1,6,8,44,181,2,78,8,34,4,0
gilbe01,604,1610,448,14,7,1,34,102,381,24,171,32,75,12,1
gilbebi02,850,2816,0,0,72,0,113,270,695,167,237,4,72,17,2
gilbech01,364,852,82,0,3,0,11,86,195,7,55,5,27,9,1
gilbepe01,206,761,87,0,35,0,0,54,184,48,105,5,20,9,1
gilbeto01,183,482,57,0,1,0,4,65,98,4,48,7,15,2,0
gilbewa01,591,2317,131,0,17,0,62,162,624,21,214,7,112,17,2
gilbrro01,500,1436,212,9,9,11,39,147,356,25,125,14,45,15,1
gilesbr01,287,709,151,5,2,2,5,70,162,27,50,10,27,0,0
gilesbr02,1847,6527,835,70,51,114,4,1183,1897,109,1078,287,411,55,4
gilesma01,792,2934,523,22,36,6,30,318,813,70,333,76,187,16,2
gilge01,277,820,162,3,6,2,11,47,189,2,88,19,30,0,0
gilgu01,221,468,63,4,1,5,9,56,87,5,37,1,16,0,0
gilhofr01,312,1068,80,0,4,0,25,140,289,37,58,2,30,10,1
gilkebe01,1239,4061,708,48,42,21,9,466,1115,115,546,118,244,24,3
gilksbo01,339,1385,61,0,15,0,0,49,320,47,142,1,33,9,1
gillaco01,368,1153,207,11,5,10,0,90,294,0,125,25,61,10,1
gilleca01,335,1004,138,0,3,0,15,153,261,20,114,11,41,7,1
gillepe01,714,2927,218,0,5,0,0,106,809,54,351,10,108,45,2
gilliba01,521,1865,235,0,0,0,0,147,386,8,167,3,68,23,1
gilliji01,1956,7119,416,35,33,30,98,1036,1889,203,558,65,304,71,4
gilmogr01,258,941,158,0,16,0,39,63,269,42,79,2,47,20,1
gimench01,221,545,144,2,1,1,7,66,119,3,55,11,29,1,0
ginsbjo01,695,1716,135,13,14,9,17,226,414,7,182,20,59,8,1
ginteke01,325,971,230,11,25,3,6,105,236,9,140,38,52,4,1
gionfal01,228,580,39,0,1,0,10,91,154,15,58,2,22,12,0
girarjo01,1277,4127,607,23,25,34,81,279,1100,44,422,36,186,26,2
giulito01,243,674,41,0,0,0,17,38,157,1,69,0,18,3,0
giustda01,686,412,99,0,3,0,27,23,77,0,46,4,10,2,0
gladdda01,1197,4501,625,33,42,18,49,337,1215,222,446,74,203,40,3
glanvdo01,1115,3964,502,32,21,10,57,208,1100,168,333,59,166,32,3
glassja01,1736,7030,212,0,62,0,4,439,2040,372,825,27,313,98,4
glaustr01,1537,5410,1377,45,46,40,0,854,1375,56,950,320,293,10,4
glavito01,389,1008,173,0,21,0,9,208,259,11,108,24,55,6,1
glavito02,709,1323,329,3,2,0,216,101,246,1,90,1,25,2,0
gleasbi01,798,3395,1,0,52,0,0,177,907,70,298,7,111,35,3
gleasha01,274,944,0,0,10,0,28,48,206,31,90,3,24,11,0
gleasja01,343,1425,2,0,11,0,0,95,384,8,31,9,59,14,1
gleaski01,1966,7452,131,0,38,0,208,500,1944,328,823,15,216,80,4
gleesji01,392,1277,147,0,13,0,23,158,336,20,154,16,77,19,1
glenned01,137,525,8,0,6,0,0,24,106,20,29,1,8,11,0
glennjo01,315,1371,33,0,0,0,0,35,366,15,157,1,43,7,1
glennjo02,248,718,91,0,2,0,7,81,181,6,89,5,34,5,0
gloadro01,795,1673,224,19,11,14,7,107,470,12,222,34,93,9,1
glossal01,309,952,105,0,5,0,12,89,199,5,86,15,29,2,0
glynnbi01,310,684,105,2,5,0,15,61,170,5,56,10,22,4,0
gochnjo01,264,908,0,0,0,0,35,87,170,18,87,0,32,8,0
goinsry01,229,676,153,6,1,0,13,46,158,2,68,8,27,7,0
goldemi01,107,415,48,0,0,0,0,5,90,3,35,0,9,3,0
goldsfr01,218,855,125,0,0,0,0,26,193,0,75,3,33,10,1
goldsgo01,217,510,66,0,0,0,9,80,123,2,56,6,20,7,0
goldspa01,621,2245,589,25,11,62,0,361,672,67,412,116,165,8,2
goliami01,249,825,127,0,5,0,6,83,186,3,99,20,21,10,0
gomesjo01,1203,3456,1088,51,83,19,2,417,835,50,526,162,157,14,2
gomesya01,361,1239,323,19,20,4,1,61,325,2,170,48,69,5,1
gomezca01,1086,3499,863,21,64,7,35,222,908,221,400,103,173,37,3
gomezch01,200,627,73,0,1,0,20,40,142,3,50,0,9,3,0
gomezch02,1515,4604,750,32,41,17,58,408,1206,35,487,60,234,18,3
gomezle01,368,904,252,0,2,0,68,50,133,1,58,0,11,0,0
gomezle02,611,1916,399,25,25,6,17,255,466,4,259,79,92,2,1
gomezlu01,609,1251,129,5,1,3,48,86,263,6,90,0,26,5,1
gomezru01,381,477,61,0,1,0,27,14,95,2,22,3,11,1,0
gondeje01,395,876,184,6,6,20,2,72,220,1,94,26,28,2,0
gonzaad01,1648,6171,1207,61,40,145,4,696,1792,6,1056,290,384,12,4
gonzaal01,1396,4977,1165,32,45,12,82,392,1209,97,536,137,274,27,3
gonzaal02,1609,5776,1168,43,79,48,50,300,1418,30,690,157,332,31,3
gonzaal03,426,950,130,12,7,5,9,45,227,2,91,4,46,7,0
gonzaca01,914,3371,827,29,17,41,7,291,978,112,554,176,191,34,3
gonzaed02,193,478,112,3,5,1,0,36,122,2,51,11,23,2,0
gonzafe01,404,1038,114,8,1,20,9,58,244,8,104,17,40,7,0
gonzajo02,461,676,186,5,2,7,7,60,144,33,42,9,30,7,0
gonzaju02,370,969,132,2,9,3,22,36,228,13,66,4,32,8,0
gonzaju03,1689,6556,1273,78,62,74,2,457,1936,26,1404,434,388,25,4
gonzalu01,2591,9157,1218,98,111,150,10,1155,2591,128,1439,354,596,68,4
gonzalu02,291,875,157,5,12,1,19,39,248,5,98,23,51,3,1
gonzama01,375,1038,198,1,7,0,20,55,268,15,83,24,54,2,1
gonzami01,1042,2829,198,0,20,0,69,231,717,52,263,13,123,19,1
gonzape01,407,1084,176,6,8,8,21,52,264,22,70,8,39,6,0
gonzare01,705,1539,230,10,13,3,33,161,368,23,136,19,59,4,1
gonzato01,1559,5195,706,40,71,63,20,467,1485,79,615,103,238,57,3
gonzawi01,295,836,112,6,10,9,2,78,200,3,103,17,41,3,0
goochjo01,805,2363,141,0,15,0,29,206,662,11,293,7,98,29,1
goodedw01,434,741,135,6,3,0,85,14,145,1,67,8,15,5,0
goodmbi01,1623,5644,329,15,29,7,89,669,1691,37,591,19,299,44,4
goodmiv01,1107,3928,380,0,49,0,81,382,1104,49,525,95,188,85,3
goodsed01,515,1266,135,6,6,18,4,63,329,1,170,30,51,2,1
goodwcu01,431,1014,221,6,3,1,28,87,251,66,56,3,38,4,1
goodwda01,252,636,137,4,0,4,6,61,150,3,81,13,32,8,0
goodwi01,749,2364,243,0,36,0,60,190,609,104,187,9,84,44,2
goodwpe01,193,603,46,0,5,0,22,42,142,10,48,1,20,7,0
goodwto01,1288,3846,660,18,13,3,73,365,1029,369,284,24,125,39,3
goossgr01,193,460,112,1,9,0,2,42,111,1,44,13,24,1,0
gordoal01,1136,4245,1000,30,67,34,5,468,1140,81,523,134,262,21,3
gordode01,474,1845,308,10,10,4,14,93,540,188,114,8,67,25,1
gordojo01,1566,5707,702,0,29,0,41,759,1530,89,975,253,264,52,4
gordosi01,1475,4992,356,12,22,2,54,731,1415,19,805,202,220,43,4
gorege01,1310,5357,332,0,30,0,0,717,1612,170,618,46,262,94,4
goryljo01,276,595,106,1,5,8,13,64,134,2,48,16,19,10,0
gosean01,342,1037,315,1,10,0,11,92,252,57,62,10,45,17,1
gosgeji01,705,1815,316,11,6,25,17,217,411,25,177,30,67,16,1
gosligo01,2287,8656,585,0,55,0,162,949,2735,175,1609,248,500,173,4
gossho01,222,522,164,2,1,2,5,40,113,9,54,11,24,2,0
gotayju01,389,988,127,1,9,11,9,61,257,12,70,6,38,3,1
gotayru01,316,726,161,8,7,1,10,60,185,6,77,12,38,5,0
gouldch01,221,963,23,0,0,0,0,19,248,7,111,2,37,12,1
gowdyha01,1050,2735,247,0,30,0,67,311,738,59,322,21,124,27,1
grababi01,466,1161,321,10,10,12,7,202,274,33,141,28,41,12,1
grabojo01,296,816,84,0,2,0,20,47,206,1,86,3,25,8,0
graceea01,627,1877,130,0,6,0,17,185,493,1,251,31,83,10,1
gracejo01,484,1561,135,0,13,0,16,179,442,9,172,20,76,18,1
gracema01,2245,8065,642,99,34,115,17,1075,2445,70,1146,173,511,45,4
gradymi01,918,3000,40,0,73,0,36,311,881,114,449,34,155,67,2
graffto01,981,2810,486,20,28,12,28,275,746,53,302,58,145,21,2
grahada01,143,412,72,5,0,1,1,27,99,0,65,17,10,1,0
grahaja01,239,775,99,0,5,0,9,84,179,1,126,38,28,5,1
grahape01,373,999,33,0,11,0,35,114,265,21,85,1,34,6,0
grammal01,913,2073,192,13,15,22,41,206,512,17,163,12,90,10,1
grandcu01,1499,5582,1459,38,47,20,29,684,1435,141,742,263,259,84,4
grandya01,331,1012,264,12,6,5,1,172,244,3,141,40,46,2,1
graneja01,1402,4705,345,0,40,0,119,712,1178,148,420,18,219,79,4
granted01,990,3385,181,0,11,0,129,233,844,153,277,5,79,30,2
grantge01,1444,4989,526,0,23,0,168,717,1508,132,712,105,292,93,4
grantmu01,667,759,214,7,2,0,48,37,135,2,65,6,25,2,0
grassmi01,322,957,108,0,7,0,6,81,216,2,87,5,23,1,0
graydo02,379,648,146,0,1,0,31,41,124,1,49,2,20,3,0
grayga01,211,625,137,2,2,2,0,34,150,5,71,24,23,3,0
grebecr01,752,1988,274,14,19,2,49,228,518,4,187,19,116,8,1
greenbi01,574,2170,71,0,21,0,0,201,490,194,185,8,56,26,2
greenda01,923,3484,0,0,46,0,93,315,1021,192,423,29,124,65,3
greenda03,489,1398,278,14,4,11,5,84,374,68,180,31,48,18,1
greendi01,1288,4007,785,22,32,34,56,345,960,26,422,80,145,23,2
greenge01,408,1151,185,15,5,10,2,89,307,2,160,46,49,7,1
greenha01,1394,5193,844,0,16,0,35,852,1628,58,1276,331,379,71,4
greenji02,504,1793,271,9,4,5,5,165,482,6,282,69,82,16,1
greenkh01,736,2567,556,37,35,18,6,190,628,25,352,90,157,14,2
greenle01,1136,2956,260,20,29,12,25,368,788,78,253,47,138,27,2
greenmi01,1269,4623,364,41,39,79,3,460,1400,80,726,130,275,38,3
greenni01,418,1078,286,10,29,2,23,80,254,6,103,17,58,5,1
greenpu01,344,796,132,8,3,5,6,138,196,12,74,13,31,12,1
greensh01,1951,7082,1315,53,80,80,3,744,2003,162,1070,328,445,35,4
greento02,536,1573,332,6,10,8,1,67,397,5,217,71,82,3,1
greenty02,288,675,201,4,12,7,3,52,151,28,61,17,30,4,0
greenwi01,655,1902,477,13,6,16,2,260,446,17,307,86,76,12,1
greered01,232,851,0,0,10,0,0,43,183,51,93,3,26,5,1
greerru01,1027,3829,555,44,22,16,6,519,1166,31,614,119,258,25,3
greggto01,446,880,158,6,4,10,3,71,214,14,88,20,41,2,0
greggve01,239,457,58,0,0,0,27,11,78,2,28,0,15,2,0
gregodi01,346,1172,207,9,20,8,8,92,296,8,113,22,49,10,1
gremmed01,383,1420,13,0,14,0,24,89,356,22,164,7,58,24,1
greybi01,292,1033,32,0,19,0,24,71,250,23,141,1,44,14,1
grichbo01,2008,6890,1278,50,86,50,107,1087,1833,104,864,224,320,47,4
grichra01,150,433,141,1,4,2,1,27,116,4,55,20,29,8,0
grievbe01,976,3215,784,16,45,22,1,466,864,24,492,118,192,5,2
grievto01,670,1907,424,12,13,9,26,135,474,7,254,65,76,10,1
griffal01,1962,6780,664,51,25,37,136,338,1688,192,527,24,245,78,4
griffbe01,191,581,28,0,3,0,19,18,174,6,72,4,30,12,0
griffcl01,485,1380,46,0,7,0,27,166,321,22,166,8,49,17,1
griffdo01,632,2136,204,15,12,13,53,158,524,33,165,7,70,12,1
griffiv01,185,638,65,0,15,0,15,25,164,4,39,0,21,5,0
griffke01,2097,7229,898,55,14,51,31,719,2143,200,859,152,364,77,4
griffke02,2671,9801,1779,102,81,246,8,1312,2781,184,1836,630,524,38,4
griffmi01,1511,5914,206,0,77,0,32,809,1753,473,719,42,313,108,4
griffsa01,166,630,24,0,8,0,0,77,173,25,78,5,35,7,1
griffto01,1401,4947,262,0,9,0,144,351,1383,70,619,52,208,72,3
griffto02,408,405,158,4,2,0,42,13,66,0,32,10,16,0,0
griggar01,442,1370,23,0,9,0,31,105,379,36,152,5,73,20,1
grigsde01,199,620,64,0,7,0,27,57,179,12,73,3,28,4,0
grimebu01,632,1535,241,0,5,0,76,69,380,15,168,2,62,11,1
grimeos01,602,1832,303,0,11,0,53,297,469,30,200,18,73,24,1
grimera01,433,1537,133,0,17,0,30,204,505,21,263,27,101,25,1
grimjo01,706,2638,77,0,48,0,26,85,705,82,330,16,119,37,2
grimmch01,2166,7917,410,0,31,0,219,578,2299,57,1078,79,394,108,4
grimsmy01,259,894,0,0,6,0,19,60,229,15,116,4,31,16,1
grissma02,2165,8275,1240,62,31,44,38,553,2251,429,967,227,386,56,4
groatdi01,1929,7484,512,52,31,39,122,490,2138,14,707,39,352,67,4
grohhe01,1676,6074,345,0,83,0,182,696,1774,180,566,26,308,87,4
gromest01,470,630,146,0,1,0,40,71,124,2,40,0,9,2,0
groombo01,369,764,128,0,1,0,47,37,98,3,35,0,16,3,0
grossem01,248,987,52,0,0,0,0,51,291,0,107,7,67,21,1
grossga01,657,1461,349,9,5,8,6,199,349,22,186,40,78,8,1
grossgr01,1809,3745,250,39,8,51,40,523,1073,39,308,7,130,46,2
grosske01,478,660,277,0,2,0,66,31,106,3,36,6,19,1,0
grossro01,190,666,192,3,4,1,8,83,160,15,63,11,30,2,0
grosswa01,1106,3125,496,24,20,34,29,482,727,24,396,121,126,9,2
groteje01,1421,4339,600,33,26,77,47,399,1092,15,404,39,160,22,2
grothjo01,1248,3808,329,12,11,3,52,419,1064,19,486,60,197,31,2
grovele01,619,1369,593,0,2,0,103,105,202,1,121,15,27,5,1
grovero01,207,690,79,0,4,0,57,60,156,19,50,0,17,9,0
grubbjo01,1424,4154,558,35,36,41,32,566,1153,27,475,99,207,29,3
grubefr01,394,1125,88,0,7,0,17,131,274,12,107,1,59,5,1
grubehe01,155,489,111,0,3,0,0,73,83,0,37,1,10,7,0
grubeke01,939,3159,504,35,36,13,15,197,818,80,443,117,148,24,2
grudzma01,1802,7052,954,42,105,24,40,364,2040,133,640,90,391,36,4
guerrma01,697,2251,152,24,16,8,39,84,578,8,170,7,79,12,1
guerrmi01,565,1581,123,0,1,0,37,131,382,25,168,9,42,14,1
guerrpe01,1536,5392,862,73,32,115,9,609,1618,97,898,215,267,29,4
guerrvl01,2147,8155,985,64,103,250,0,737,2590,181,1496,449,477,46,4
guerrwi01,678,1678,249,6,3,2,46,64,473,42,127,11,53,30,1
guielaa01,307,970,218,11,30,2,5,83,239,8,128,35,58,0,1
guillca01,1305,4673,804,44,22,39,28,510,1331,74,660,124,266,51,4
guilljo01,1650,5888,1103,46,145,30,14,321,1591,31,887,214,305,25,4
guilloz01,1993,6686,511,60,7,25,141,239,1764,169,619,28,275,69,4
guistlo01,156,449,44,0,4,0,13,46,88,5,59,0,19,3,0
guldebr01,182,435,61,2,2,4,7,45,87,2,43,5,14,2,0
gullibi01,398,576,152,2,0,0,63,20,81,0,27,3,16,0,0
gullite01,196,612,81,0,1,0,14,42,151,7,79,9,25,8,0
gumbead01,295,955,153,0,11,0,1,80,261,18,124,15,33,19,1
gumbeha01,512,708,185,0,0,0,31,18,130,0,45,5,13,3,0
gunnito01,146,537,70,0,5,0,0,16,110,38,46,2,12,4,0
gunsojo01,229,826,40,0,14,0,0,34,174,4,68,0,21,6,0
gustifr01,1261,4582,427,0,15,0,71,369,1214,60,480,38,222,47,3
gutiece01,223,545,51,3,3,7,19,30,128,7,26,0,13,6,0
gutiefr01,821,2728,635,19,19,12,31,192,704,77,314,82,138,9,2
gutieja01,356,957,123,8,1,0,24,33,227,25,63,4,24,5,1
gutieri01,1119,3632,586,31,48,20,51,364,967,50,357,38,141,25,2
guttedo01,1151,4202,444,0,5,0,61,309,1075,95,391,39,200,64,3
guyerbr01,243,639,123,2,35,0,11,42,166,16,58,14,37,3,0
guzmacr01,1406,5382,783,33,31,18,74,265,1459,125,467,62,238,89,4
guzmaje01,403,1007,248,3,5,6,2,97,249,18,136,25,61,4,1
gwynnch01,599,1007,171,12,3,9,7,71,263,2,118,17,36,11,1
gwynnto01,2440,9288,434,85,24,203,45,790,3141,319,1138,135,543,85,4
gwynnto02,685,1600,297,8,6,11,23,161,381,80,98,7,48,23,1
gyorkje01,364,1307,330,10,13,3,0,96,309,4,171,49,58,1,1
haasbe01,721,2440,188,0,7,0,23,204,644,51,263,22,93,32,1
haasmu01,1168,4303,299,0,13,0,227,433,1257,12,496,43,254,45,4
hackeme01,256,939,225,0,2,0,0,16,203,5,83,8,42,15,0
hackewa01,138,540,22,0,0,0,0,10,124,0,9,1,22,0,0
hackewa02,316,401,51,0,0,0,16,5,78,1,24,0,5,3,0
hackst01,1938,7278,466,0,21,0,115,1092,2193,165,642,57,363,81,4
haddiha01,531,798,162,5,2,0,20,46,169,4,64,4,37,9,0
haddoge01,227,736,157,0,4,0,0,89,167,14,83,6,27,6,1
hadlebu01,528,1004,187,0,1,0,53,88,190,3,75,0,29,4,0
haefnmi01,262,448,80,0,0,0,42,50,84,0,24,0,9,1,0
hafeych01,1283,4625,477,0,33,0,83,372,1466,70,833,164,341,67,4
hafnetr01,1183,4058,976,29,90,81,0,598,1107,11,731,213,250,13,3
haguebi01,301,1276,90,0,0,0,0,19,303,3,114,2,23,2,1
haguejo01,430,1195,222,12,3,21,5,177,286,4,163,40,41,10,1
hahndo01,454,997,158,9,4,9,17,122,235,11,74,7,38,4,1
hahned01,553,2045,0,0,44,0,58,258,484,59,122,1,42,20,1
hahnno01,244,731,0,0,4,0,21,53,129,7,52,2,18,10,0
haineje01,560,1124,246,0,1,0,59,30,209,2,79,3,23,2,0
hairsje01,859,1699,240,21,8,18,13,282,438,4,205,30,91,6,1
hairsje02,1442,4387,572,35,84,8,88,373,1126,147,420,70,233,22,3
hairssc01,923,2431,577,23,21,5,10,175,589,36,313,106,133,17,2
halebo01,376,626,51,14,3,3,1,26,171,0,89,2,29,2,0
halech01,333,575,68,8,7,4,4,58,159,2,78,7,27,1,0
halejo01,359,681,183,7,4,11,11,103,137,10,72,14,25,2,0
haleod01,1062,3701,315,0,3,0,65,353,1071,57,573,73,240,51,3
halesa01,883,2915,218,0,22,0,118,130,880,41,392,30,157,54,2
hallabi01,328,557,199,0,1,0,46,36,90,1,32,2,14,1,0
hallal02,375,805,115,2,4,5,10,89,202,67,53,5,37,8,1
hallbi03,1054,3334,971,26,13,14,15,286,827,62,440,125,210,21,2
halldi01,669,714,147,9,2,0,34,61,150,6,56,4,15,4,0
halleto01,1294,3935,593,37,35,96,35,477,1011,14,504,134,153,31,2
hallge01,365,1671,28,0,0,0,0,37,538,18,249,13,68,53,2
halliji01,170,760,18,0,0,0,0,15,218,5,83,5,25,12,1
hallijo01,190,737,77,0,4,0,0,86,206,23,132,10,30,15,1
hallir01,508,1904,148,0,15,0,36,97,496,16,168,0,58,19,1
hallji02,963,2848,529,20,2,35,12,287,724,38,391,121,100,24,2
hallmbi01,1503,6012,283,0,52,0,107,425,1634,200,769,21,234,81,4
hallmbi02,319,1147,0,0,8,0,28,120,269,47,86,3,43,13,1
hallme01,1276,4237,575,51,16,57,4,267,1171,31,620,134,229,25,3
hallto02,686,2350,216,28,25,14,7,104,616,2,269,46,123,1,1
haltal01,257,854,130,0,4,0,18,61,204,35,90,6,30,9,0
haltesh01,690,1899,414,17,15,3,32,146,468,17,197,45,93,18,1
hambuch01,133,485,0,0,6,0,0,69,132,46,77,3,22,2,0
hamelbo01,497,1272,293,15,11,10,1,206,313,11,209,67,70,3,1
hamelco01,314,610,257,2,3,0,62,17,106,1,28,1,15,2,0
hamilbi01,1591,6268,218,0,89,0,40,1187,2158,912,736,40,242,94,4
hamilbi02,279,994,196,8,2,0,19,64,241,126,77,10,35,11,1
hamilda02,1328,4577,494,31,17,20,58,493,1333,163,454,51,204,37,4
hamilea01,410,733,165,0,4,0,37,76,112,5,30,0,14,4,0
hamilje01,416,1205,211,10,8,9,7,43,282,0,124,24,61,3,1
hamiljo03,1027,3909,938,55,33,55,1,352,1134,50,701,200,234,24,3
